id_program;nama_program;pusdiklat;tahun
PR2375;Pelatihan Jarak Jauh Program Evaluation;Pusat Pendidikan dan Pelatihan Keuangan Umum;2021
PR2376;Pelatihan Jarak Jauh Project Management;Pusat Pendidikan dan Pelatihan Keuangan Umum;2020
PR2377;Pelatihan Jarak Jauh Prosedur Penanganan Dokumen Elektronik bagi Penyidik Pegawai Negeri Sipil (PPNS);Pusat Pendidikan dan Pelatihan Pajak;2022
PR2378;Pelatihan Jarak Jauh Proses Bisnis Badan Kebijakan Fiskal untuk Auditor dan Calon Auditor;Pusat Pendidikan dan Pelatihan Keuangan Umum;2021
PR2379;Pelatihan Jarak Jauh Proses Bisnis E-Commerce;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2021
PR2380;Pelatihan Jarak Jauh Proses Bisnis PNBP SDA di Bidang Perikanan dan Kehutanan;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR2381;Pelatihan Jarak Jauh Proses Bisnis Sekretariat Jenderal dan Badan Pendidikan dan Pelatihan Keuangan untuk Auditor dan Calon Auditor;Pusat Pendidikan dan Pelatihan Keuangan Umum;2020
PR2382;Pelatihan Jarak Jauh Public Communication;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2023
PR2383;Pelatihan Jarak Jauh Public Expenditure Review;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR2384;Pelatihan Jarak Jauh Quality Assurance and Improvement Program;Pusat Pendidikan dan Pelatihan Keuangan Umum;2021
PR2385;Pelatihan Jarak Jauh Redesain Sistem Perencanaan dan Penganggaran;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR2386;Pelatihan Jarak Jauh Redesain Sistem Perencanaan dan Penganggaran Bagi Direktorat Jenderal Kekayaan Negara;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR2387;Pelatihan Jarak Jauh Refreshment Regulatory Impact Analysis (RIA);Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR2388;Pelatihan Jarak Jauh Regional Chief Economist (RCE);Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2021
PR2389;Pelatihan Jarak Jauh Rencana Bisnis dan Anggaran (RBA), Tarif, dan Remunerasi Badan Layanan Umum (BLU);Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR2390;Pelatihan Jarak Jauh Reshaping Leadership Culture;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2021
PR2391;Pelatihan Jarak Jauh Restrukturisasi BUMN;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2022
PR2392;Pelatihan Jarak Jauh Review Anggaran Belanja;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR2393;Pelatihan Jarak Jauh Review Anggaran Berbasis Kinerja Bagi Aparat Pengawas Internal Pemerintah (APIP);Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR2394;Pelatihan Jarak Jauh Reviu Anggaran Belanja;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2020
PR2395;Pelatihan Jarak Jauh Reviu Pengendalian Intern Atas Pelaporan Keuangan Pemerintah Pusat Bagi Kementerian/Lembaga;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR2396;Pelatihan Jarak Jauh Reviu/Kajian Rencana Bisnis dan Anggaran Badan Layanan Umum (RBA BLU);Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR2397;Pelatihan Jarak Jauh Risk and Finance Integration;Pusat Pendidikan dan Pelatihan Keuangan Umum;2020
PR2398;Pelatihan Jarak Jauh SAKTI Kelompok Modul Pelaporan;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR2399;Pelatihan Jarak Jauh SAKTI Modul Admin, Modul Penganggaran, dan Modul Pelaksanaan;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR2400;Pelatihan Jarak Jauh SAKTI Modul Penganggaran;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR2401;Pelatihan Jarak Jauh SAKTI Modul Penganggaran Bagi Kementerian/Lembaga;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR2402;Pelatihan Jarak Jauh Sekretaris Pimpinan;Pusat Pendidikan dan Pelatihan Keuangan Umum;2021
PR2403;Pelatihan Jarak Jauh Service Excellence bagi Frontliners di Lingkungan Direktorat Jenderal Kekayaan Negara ;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2022
PR2404;Pelatihan Jarak Jauh Sinkronisasi Perencanaan, Penganggaran dan Monitoring Evaluasi Kinerja Penganggaran Belanja Pusat (K/L) dan Belanja Daerah (TKD-DAK) (Joint Program);Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2023
PR2405;Pelatihan Jarak Jauh Sistem Informasi Geografis;Pusat Pendidikan dan Pelatihan Pajak;2020
PR2406;Pelatihan Jarak Jauh Speech Writing;Pusat Pendidikan dan Pelatihan Keuangan Umum;2021
PR2407;Pelatihan Jarak Jauh Spending Review oleh Pengguna Anggaran;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR2408;Pelatihan Jarak Jauh Staf Pejabat Pembuat Komitmen;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR2409;Pelatihan Jarak Jauh Statistika Tingkat Lanjutan ;Pusat Pendidikan dan Pelatihan Keuangan Umum;2021
PR2410;Pelatihan Jarak Jauh Statistika Untuk Laboratorium Pengujian Menunjang Penerapan ISO 17025:2017;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2023
PR2411;Pelatihan Jarak Jauh Strategi dan Teknik Pengawasan Guna Menyediakan Formulasi Rekomendasi Kebijakan;Pusat Pendidikan dan Pelatihan Pajak;2023
PR2412;Pelatihan Jarak Jauh Strategi Komunikasi dan Analisis Media Sosial;Pusat Pendidikan dan Pelatihan Keuangan Umum;2022
PR2413;Pelatihan Jarak Jauh Strategi Optimalisasi Pendapatan Asli Daerah (PAD);Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2022
PR2414;Pelatihan Jarak Jauh Strategi Peningkatan Lelang pada Koperasi dan Usaha Mikro, Kecil, dan Menengah (KUMKM);Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2022
PR2415;Pelatihan Jarak Jauh Structural Equation Modelling (SEM) untuk Menganalisis Perilaku Investor ;Pusat Pendidikan dan Pelatihan Keuangan Umum;2021
PR2416;Pelatihan Jarak Jauh Supervisor Teknologi Informasi dan  Komunikasi DJKN Tingkat Pemula;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2022
PR2417;Pelatihan Jarak Jauh Supervisor Teknologi Informasi dan Komunikasi DJKN Tingkat Dasar ;Pusat Pendidikan dan Pelatihan Keuangan Umum;2021
PR2418;Pelatihan Jarak Jauh Supervisor Teknologi Informasi dan Komunikasi DJKN Tingkat Lanjutan;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2022
PR2419;Pelatihan Jarak Jauh Supply Chain Management pada Pengadaan Barang/Jasa Pemerintah;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2021
PR2420;Pelatihan Jarak Jauh Survei Kepuasan Pelanggan;Pusat Pendidikan dan Pelatihan Keuangan Umum;2023
PR2421;Pelatihan Jarak Jauh Survei Kepuasan Pelanggan bagi Manajerial;Pusat Pendidikan dan Pelatihan Keuangan Umum;2023
PR2422;Pelatihan Jarak Jauh SWOT Analisys;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2024
PR2423;Pelatihan Jarak Jauh SWOT Analysis;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2023
PR2424;Pelatihan Jarak Jauh Synchronous Learning;Pusat Pendidikan dan Pelatihan Keuangan Umum;2021
PR2425;Pelatihan Jarak Jauh Systemic Risk, Financial Stability and Crisis Preparedness;Pusat Pendidikan dan Pelatihan Keuangan Umum;2022
PR2426;Pelatihan Jarak Jauh Talent Development Program Jabatan Administrator di Lingkungan Kementerian Keuangan;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2022
PR2427;Pelatihan Jarak Jauh Talent Development Program Jabatan Pengawas di Lingkungan Kementerian Keuangan;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2022
PR2428;Pelatihan Jarak Jauh Talent Development Program Pejabat Administrator Direktorat Jenderal Pengelolaan Pembiayaan dan Risiko;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2021
PR2429;Pelatihan Jarak Jauh Talent Development Program Pejabat Pengawas Direktorat Jenderal Pengelolaan Pembiayaan dan Risiko;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2021
PR2430;Pelatihan Jarak Jauh Tata Kelola Fisik Bangunan Gedung Pemerintah (Building Management);Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR2431;Pelatihan Jarak Jauh Tata Kelola TIK;Pusat Pendidikan dan Pelatihan Keuangan Umum;2022
PR2432;Pelatihan Jarak Jauh Tata Naskah Dinas;Pusat Pendidikan dan Pelatihan Keuangan Umum;2020
PR2433;Pelatihan Jarak Jauh Tax Treaty Tingkat Dasar;Pusat Pendidikan dan Pelatihan Pajak;2020
PR2434;Pelatihan Jarak Jauh Teknik Audit Berbantuan Komputer (TABK) Menggunakan SQL Tingkat Dasar;Pusat Pendidikan dan Pelatihan Keuangan Umum;2021
PR2435;Pelatihan Jarak Jauh Teknik Audit Berbantuan Komputer Perpajakan (TABK-Perpajakan);Pusat Pendidikan dan Pelatihan Pajak;2020
PR2436;Pelatihan Jarak Jauh Teknik Audit Berbantuan Komputer Tingkat Dasar;Pusat Pendidikan dan Pelatihan Keuangan Umum;2021
PR2437;Pelatihan Jarak Jauh Teknik Editing Suara;Pusat Pendidikan dan Pelatihan Keuangan Umum;2022
PR2438;Pelatihan Jarak Jauh Teknik Identifikasi Mesin dalam Kondisi Baru atau Bukan Baru KPPBC Tipe Madya Pabean Tanjung Emas;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2020
PR2439;Pelatihan Jarak Jauh Teknik Identifikasi Tindak Pidana Pencucian Uang dan Penelusuran Aset;Pusat Pendidikan dan Pelatihan Keuangan Umum;2023
PR2440;Pelatihan Jarak Jauh Teknik Investigasi;Pusat Pendidikan dan Pelatihan Keuangan Umum;2020
PR2441;Pelatihan Jarak Jauh Teknik Penggalian Informasi dan Penanganan Pengaduan;Pusat Pendidikan dan Pelatihan Keuangan Umum;2021
PR2442;Pelatihan Jarak Jauh Teknik Penyusunan Kuesioner dan Survei Lapangan;Pusat Pendidikan dan Pelatihan Keuangan Umum;2024
PR2443;Pelatihan Jarak Jauh Teknik Penyusunan Kuesioner dan Survey Lapangan;Pusat Pendidikan dan Pelatihan Keuangan Umum;2020
PR2444;Pelatihan Jarak Jauh Teknik Persuasi untuk Jabatan Fungsional Analis Keuangan Pusat dan Daerah (Jafung AKPD);Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2020
PR2445;Pelatihan Jarak Jauh Teknik Voice Over;Pusat Pendidikan dan Pelatihan Keuangan Umum;2022
PR2446;Pelatihan Jarak Jauh Teknis Menengah/ Tingkat Tinggi Peningkatan Kapasitas Fiskal Daerah**;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2022
PR2447;Pelatihan Jarak Jauh Teknis Pengelolaan Kas Negara: Analisis Pasar Obligasi Tingkat Dasar;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR2448;Pelatihan Jarak Jauh Teknis Perbendaharaan Penerimaan Kepabeanan dan Cukai ;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2020
PR2449;Pelatihan Jarak Jauh Teknis Perbendaharaan: Analisis Pasar Uang Tingkat Dasar;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR2450;Pelatihan Jarak Jauh Teknis Proyeksi Penerimaan Kepabeanan dan Cukai;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2022
PR2451;Pelatihan Jarak Jauh Tematis Kuasa Pengguna Anggaran;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR2452;Pelatihan Jarak Jauh Tematis Proses Bisnis Pelaksanaan Anggaran Bagi Unit Kepatuhan Internal;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR2453;Pelatihan Jarak Jauh Teori Ekonomi Makro Tingkat Dasar;Pusat Pendidikan dan Pelatihan Keuangan Umum;2020
PR2454;Pelatihan Jarak Jauh Teori Ekonomi Makro Tingkat Lanjutan;Pusat Pendidikan dan Pelatihan Keuangan Umum;2020
PR2455;Pelatihan Jarak Jauh Tindak Pidana Pencucian Uang (TPPU) ;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2021
PR2456;Pelatihan Jarak Jauh TOT Perimbangan Keuangan Bagian 2;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2022
PR2457;Pelatihan Jarak Jauh TOT Perimbangan Keuangan Bagian I;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR2458;Pelatihan Jarak Jauh TOT Program Pembelajaran Pengelolaan Keuangan dan Aset Desa;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2022
PR2459;Pelatihan Jarak jauh Trainer Penagihan Pajak Daerah;Pusat Pendidikan dan Pelatihan Pajak;2023
PR2460;Pelatihan Jarak Jauh Training of Trainers (ToT) Penguatan, Revitalisasi, dan Optimalisasi UKI (PRO UKI);Pusat Pendidikan dan Pelatihan Keuangan Umum;2022
PR2461;Pelatihan Jarak Jauh Training of Trainers for DGSAM Valuers;Pusat Pendidikan dan Pelatihan Keuangan Umum;2020
PR2462;Pelatihan Jarak Jauh Transfer Pricing Bagi Inspektorat Jenderal;Pusat Pendidikan dan Pelatihan Pajak;2023
PR2463;Pelatihan Jarak Jauh Transfer Pricing Dasar;Pusat Pendidikan dan Pelatihan Pajak;2020
PR2464;Pelatihan Jarak Jauh Transfer Pricing Dasar untuk Pegawai Inspektorat Jenderal;Pusat Pendidikan dan Pelatihan Pajak;2021
PR2465;Pelatihan Jarak Jauh Transfer Pricing I;Pusat Pendidikan dan Pelatihan Pajak;2022
PR2466;Pelatihan Jarak Jauh Transfer Pricing I bagi Fungsional Penilai Pajak;Pusat Pendidikan dan Pelatihan Pajak;2023
PR2467;Pelatihan Jarak Jauh Transfer Pricing II;Pusat Pendidikan dan Pelatihan Pajak;2022
PR2468;Pelatihan Jarak Jauh Transfer Pricing Lanjutan;Pusat Pendidikan dan Pelatihan Pajak;2020
PR2469;"Pelatihan Jarak Jauh Transformasi TPB Seri I: ""Monitoring dan Evaluasi TPB""";Pusat Pendidikan dan Pelatihan Bea dan Cukai;2023
PR2470;Pelatihan Jarak Jauh Transformasi TPB Seri II: Data Analytics;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2023
PR2471;Pelatihan Jarak Jauh Treasury Data Analysis (Statistics);Pusat Pendidikan dan Pelatihan Keuangan Umum;2023
PR2472;Pelatihan Jarak Jauh Treasury Data Analysis and Business Intelligence;Pusat Pendidikan dan Pelatihan Keuangan Umum;2021
PR2473;Pelatihan Jarak Jauh Utilisasi dan Optimalisasi Pemanfaatan Barang Milik Negara;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2021
PR2474;Pelatihan Jarak Jauh Validator Authorized Economic Operator (AEO);Pusat Pendidikan dan Pelatihan Bea dan Cukai;2020
PR2475;Pelatihan Jarak Jauh Value for Money;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR2476;Pelatihan Jarak Jauh Verifikator Penatausahaan Piutang Negara;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR2477;Pelatihan Java Fundamental;Pusat Pendidikan dan Pelatihan Keuangan Umum;2019
PR2478;Pelatihan Jurnalistik;Pusat Pendidikan dan Pelatihan Keuangan Umum;2018
PR2479;PELATIHAN JURU SITA PIUTANG NEGARA;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2018
PR2480;Pelatihan Juru Sita Piutang Negara (Blended Learning);Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2020
PR2481;Pelatihan Kearsipan;Pusat Pendidikan dan Pelatihan Keuangan Umum;2019
PR2482;Pelatihan Keberatan dan Banding terhadap Penetapan Nilai Pabean untuk Pegawai Inspektorat Jenderal Kementerian Keuangan;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2020
PR2483;Pelatihan Kebijakan Baseline Penganggaran;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR2484;Pelatihan Kebijakan Current Issue Direktorat Jenderal Perimbangan Keuangan dan Direktorat Jenderal Kekayaan Negara;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2023
PR2485;Pelatihan Kebijakan Fiskal dan Penyusunan APBN;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2018
PR2486;Pelatihan Kebijakan Fiskal dan Penyusunan APBN ;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2020
PR2487;Pelatihan Kebijakan Publik - Treasury Regulatory Impact Analysis;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2018
PR2488;PELATIHAN KEBIJAKAN PUBLIK TINGKAT DASAR ;Pusat Pendidikan dan Pelatihan Keuangan Umum;2019
PR2489;Pelatihan Kehumasan;Pusat Pendidikan dan Pelatihan Keuangan Umum;2018
PR2490;Pelatihan Kekayaan Negara Tingkat I ;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2018
PR2491;Pelatihan Kekayaan Negara Tingkat II;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2018
PR2492;PELATIHAN KEMAMPUAN MENULIS TINGKAT DASAR UNTUK JAFUNG AKPD;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2019
PR2493;Pelatihan Kemampuan Menulis Tingkat Lanjutan untuk Jafung AKPD;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2018
PR2494;Pelatihan Kepemimpinan Administrator;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2020
PR2495;Pelatihan Kepemimpinan Pengawas;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2020
PR2496;Pelatihan Keprotokolan;Pusat Pendidikan dan Pelatihan Keuangan Umum;2024
PR2497;Pelatihan Kerangka Penguatan Integritas Direktorat Jenderal Perbendaharaan (Pelatihan Jarak Jauh);Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2021
PR2498;PELATIHAN KHUSUS ANALIS KEBIJAKAN;Pusat Pendidikan dan Pelatihan Keuangan Umum;2024
PR2499;Pelatihan Knowledge Management System;Pusat Pendidikan dan Pelatihan Keuangan Umum;2019
PR2500;Pelatihan Kode Etik Dan Kode Perilaku PNS Kementerian Keuangan;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2019
PR2501;Pelatihan Kode Etik Dan Kode Perilaku PNS Kementerian Keuangan (E-Learning);Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2020
PR2502;Pelatihan Komunikasi Persuasif;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2022
PR2503;Pelatihan Kuasa Pengguna Anggaran;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2019
PR2504;Pelatihan Kuasa Pengguna Anggaran Bagi Kementerian/Lembaga;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2019
PR2505;Pelatihan Laporan Keuangan Bendahara Umum Negara;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2020
PR2506;Pelatihan Laporan Keuangan Pemerintah Daerah Konsolidasian Tingkat Wilayah;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR2507;Pelatihan Leadership and Strategic Thinking;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2023
PR2508;Pelatihan Legal Due Dilligence atas Kekayaan Negara Dipisahkan;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2019
PR2509;Pelatihan Legal English;Pusat Pendidikan dan Pelatihan Keuangan Umum;2019
PR2510;Pelatihan Literasi Perbendaharaan ;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2020
PR2511;Pelatihan Loan Agreement;Pusat Pendidikan dan Pelatihan Keuangan Umum;2023
PR2512;Pelatihan Manajemen Investasi I;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2021
PR2513;Pelatihan Manajemen Investasi II;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2021
PR2514;PELATIHAN MANAJEMEN KEUANGAN DAERAH TINGKAT DASAR UNTUK JAFUNG AKPD;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2019
PR2515;Pelatihan Manajemen Keuangan Publik Tingkat Dasar untuk JAFUNG AKPD;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2019
PR2516;PELATIHAN MANAJEMEN KEUANGAN PUBLIK TINGKAT LANJUTAN UNTUK JAFUNG AKPD;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2018
PR2517;Pelatihan Manajemen Pembelajaran;Pusat Pendidikan dan Pelatihan Keuangan Umum;2018
PR2518;Pelatihan Manajemen Peralatan Laboratorium Sesuai ISO/IEC 17025:2017 (Blended Learning);Pusat Pendidikan dan Pelatihan Bea dan Cukai;2024
PR2519;Pelatihan Manajemen Risiko (Reguler);Pusat Pendidikan dan Pelatihan Keuangan Umum;2018
PR2520;Pelatihan Manajemen Risiko Kelas Manajerial;Pusat Pendidikan dan Pelatihan Keuangan Umum;2018
PR2521;Pelatihan Manajemen Stratejik;Pusat Pendidikan dan Pelatihan Keuangan Umum;2018
PR2522;Pelatihan Manajemen Stratejik Kehumasan;Pusat Pendidikan dan Pelatihan Keuangan Umum;2024
PR2523;Pelatihan Manajemen Sumber Daya Manusia Tingkat Dasar;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2019
PR2524;Pelatihan Manajemen Sumber Daya Manusia Tingkat Dasar (e-Learning);Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2019
PR2525;Pelatihan Manajemen Sumber Daya Manusia Tingkat Menengah;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2022
PR2526;Pelatihan Master Trainer Aplikasi Sistem Inti Administrasi Perpajakan (SIAP) Modul Document Management System dan Data Quality Management;Pusat Pendidikan dan Pelatihan Pajak;2023
PR2527;Pelatihan Master Trainer Aplikasi Sistem Inti Administrasi Perpajakan (SIAP) Modul Keberatan dan Banding dan Non-Keberatan;Pusat Pendidikan dan Pelatihan Pajak;2023
PR2528;Pelatihan Master Trainer Aplikasi Sistem Inti Administrasi Perpajakan (SIAP) Modul Knowledge Management;Pusat Pendidikan dan Pelatihan Pajak;2023
PR2529;Pelatihan Master Trainer Aplikasi Sistem Inti Administrasi Perpajakan (SIAP) Modul Operational Intelligence dan Criminal Investigation;Pusat Pendidikan dan Pelatihan Pajak;2023
PR2530;Pelatihan Master Trainer Aplikasi Sistem Inti Administrasi Perpajakan (SIAP) Modul Pengawasan, Pemeriksaan dan TAM-PR;Pusat Pendidikan dan Pelatihan Pajak;2023
PR2531;Pelatihan Master Trainer Aplikasi Sistem Inti Administrasi Perpajakan (SIAP) Modul Pengelolaan SPT;Pusat Pendidikan dan Pelatihan Pajak;2023
PR2532;Pelatihan Master Trainer Aplikasi Sistem Inti Administrasi Perpajakan (SIAP) Modul Penilaian;Pusat Pendidikan dan Pelatihan Pajak;2023
PR2533;Pelatihan Master Trainer Aplikasi Sistem Inti Administrasi Perpajakan (SIAP) Modul Registrasi dan Ekstensifikasi;Pusat Pendidikan dan Pelatihan Pajak;2023
PR2534;Pelatihan Master Trainer Aplikasi Sistem Inti Administrasi Perpajakan (SIAP) Modul TAM-RAS, Penagihan, dan Pembayaran;Pusat Pendidikan dan Pelatihan Pajak;2023
PR2535;Pelatihan Master Trainer Aplikasi Sistem Inti Administrasi Perpajakan (SIAP) Modul Tester;Pusat Pendidikan dan Pelatihan Pajak;2023
PR2536;Pelatihan Master Trainer Aplikasi Sistem Inti Administrasi Perpajakan (SIAP) Modul Third Party Data Processing dan Exchange of Information;Pusat Pendidikan dan Pelatihan Pajak;2023
PR2537;Pelatihan Master Trainer Sistem Inti Administrasi (SIAP) Modul Pendaftaran, Pengelolaan SPT,  Pembayaran, dan TAM;Pusat Pendidikan dan Pelatihan Pajak;2023
PR2538;Pelatihan Mekanisme Penugasan Khusus pada BUMN/Lembaga;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2024
PR2539;Pelatihan Mekanisme Penyaluran Transfer ke Daerah dan Dana Desa;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2019
PR2540;Pelatihan Mengelola Mindset dalam Menghadapi Delayering;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2023
PR2541;Pelatihan Menulis Untuk Media Massa;Pusat Pendidikan dan Pelatihan Keuangan Umum;2018
PR2542;Pelatihan Metode Kuantitatif Kajian Penganggaran Tingkat Dasar;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2019
PR2543;Pelatihan Metode Kuantitatif Kajian Penganggaran Tingkat Lanjutan;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2019
PR2544;Pelatihan Metode Kuantitatif Kajian Penganggaran Tingkat Lanjutan ;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2020
PR2545;Pelatihan Metodologi Survei dan Riset Pasar;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2019
PR2546;Pelatihan Monitoring dan Evaluasi Dana Alokasi Khusus - Fisik dan Dana Desa;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2018
PR2547;Pelatihan Monitoring dan Evaluasi Dana Alokasi Khusus (DAK) Fisik, Dana Desa, dan DAK Non Fisik-Dana Bantuan Operasional Sekolah (BOS);Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2020
PR2548;Pelatihan Monitoring dan Evaluasi Kinerja Penganggaran;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2021
PR2549;Pelatihan Monitoring dan Evaluasi Kinerja Penganggaran Aspek Implementasi;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2018
PR2550;Pelatihan Monitoring dan Evaluasi Pelaksanaan Anggaran;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2018
PR2551;Pelatihan Monitoring dan Evaluasi Transfer ke Daerah dan Dana Desa;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2018
PR2552;Pelatihan Multimedia dan Desain Grafis;Pusat Pendidikan dan Pelatihan Keuangan Umum;2021
PR2553;Pelatihan Negotiation Skill (Loan Agreeement);Pusat Pendidikan dan Pelatihan Keuangan Umum;2018
PR2554;Pelatihan Operator SAKTI;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2020
