id_program;nama_program;pusdiklat;tahun
PR2555;Pelatihan Optimalisasi BMN;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2018
PR2556;Pelatihan Optimalisasi Pemanfaatan Barang Milik Negara (Blended learning);Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2024
PR2557;Pelatihan Optimalisasi Pengurusan Piutang Negara oleh Panitia Urusan Piutang Negara (PUPN);Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2023
PR2558;Pelatihan Optimalisasi Post Clearance Control melalui Penelitian Ulang Kanwil DJBC Sumatera Utara;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2021
PR2559;Pelatihan Orientasi Pegawai Baru DJKN;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2018
PR2560;Pelatihan PBC Sub Unsur Perencanaan, Pelaksanaan, dan Evaluasi Audit Kepabeanan dan Cukai (Blended Learning) ;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2024
PR2561;Pelatihan Pejabat Lelang;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2018
PR2562;Pelatihan Pejabat Lelang bagi Pejabat Struktural DJKN;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2018
PR2563;Pelatihan Pejabat Pembuat Komitmen;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2018
PR2564;Pelatihan Pejabat Pembuat Komitmen Satuan Kerja Pemerintah Pusat;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2018
PR2565;Pelatihan Pejabat Penandatangan Surat Perintah Membayar (PPSPM);Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2019
PR2566;Pelatihan Pejabat Penandatangan Surat Perintah Membayar (PPSPM) ;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2020
PR2567;Pelatihan Pejabat Penandatangan Surat Perintah Membayar (PPSPM) Satuan Kerja Pemerintah Pusat Bagi Kementerian/Lembaga;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2019
PR2568;Pelatihan Pelaksanaan Penerusan Pinjaman dan Kredit Program Di Daerah;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2018
PR2569;Pelatihan Pelaporan Kinerja Pelaksanaan Anggaran;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2019
PR2570;Pelatihan Pelaporan Kinerja Pelaksanaan Anggaran  Satuan Kerja Pemerintah Pusat;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2020
PR2571;PELATIHAN PEMAHAMAN PROSES BISNIS KEKAYAAN NEGARA BAGI INSPEKTORAT JENDERAL;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2018
PR2572;Pelatihan Pemahaman User Interface dan User Experience (UI dan UX);Pusat Pendidikan dan Pelatihan Keuangan Umum;2023
PR2573;Pelatihan Pemanfaatan Knowledge Management System BKF;Pusat Pendidikan dan Pelatihan Keuangan Umum;2019
PR2574;Pelatihan Pemanfaatan Teknologi Artificial Intelligence (AI) Untuk Pengembangan Sistem Informasi;Pusat Pendidikan dan Pelatihan Keuangan Umum;2024
PR2575;Pelatihan Pembekalan Calon Asesor untuk Assesment Uji Kompetensi Teknis;Pusat Pendidikan dan Pelatihan Keuangan Umum;2023
PR2576;Pelatihan Pembekalan Fungsional Penilai Pemerintah Ahli Muda (blended learning);Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2023
PR2577;Pelatihan Pembekalan Hakim Baru Pengadilan Pajak;Pusat Pendidikan dan Pelatihan Keuangan Umum;2023
PR2578;Pelatihan Pembekalan Secondment - Penerimaan Negara Bukan Pajak;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2021
PR2579;Pelatihan Pembekalan Secondment Pegawai Direktorat Jenderal Pajak: Proses Bisnis Kepabeanan dan Cukai ;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2020
PR2580;Pelatihan Pembentukan Auditor Ahli;Pusat Pendidikan dan Pelatihan Keuangan Umum;2018
PR2581;Pelatihan Pembentukan Jabatan Fungsional Peneliti;Pusat Pendidikan dan Pelatihan Keuangan Umum;2020
PR2582;Pelatihan Pembentukan Jabatan Fungsional Pranata Humas Tingkat Keahlian;Pusat Pendidikan dan Pelatihan Keuangan Umum;2023
PR2583;Pelatihan Pembentukan Jabatan Fungsional Pranata Humas Tingkat Keterampilan;Pusat Pendidikan dan Pelatihan Keuangan Umum;2023
PR2584;Pelatihan Pembentukan JFA Ahli (BPKP);Pusat Pendidikan dan Pelatihan Keuangan Umum;2023
PR2585;Pelatihan Pembentukan JFA Terampil (BPKP);Pusat Pendidikan dan Pelatihan Keuangan Umum;2023
PR2586;Pelatihan Pembentukan Pawang Anjing Pelacak Spesialisasi Narkotika, Currency, dan Tobacco;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2020
PR2587;Pelatihan Pemberdayaan dan Peningkatan Kompetensi Pembinaan Pengadaan Konstruksi;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2019
PR2588;Pelatihan Pembiayaan Daerah;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2020
PR2589;Pelatihan Pembiayaan Infrastruktur Daerah;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2018
PR2590;Pelatihan Pembina Jabatan Fungsional Bidang Perbendaharaan;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR2591;Pelatihan Pembina Jabatan Fungsional Perbendaharaan;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2019
PR2592;Pelatihan Pembinaan dan Pemantauan Monev Penyaluran UMi;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2020
PR2593;Pelatihan Pembinaan Karakter Perbendaharaan;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2018
PR2594;Pelatihan Pembinaan Pengelolaan Keuangan BLU bagi Pembina Teknis;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR2595;Pelatihan Pembinaan Pertanggungjawaban Bendahara dan Pengelolaan Rekening;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2018
PR2596;Pelatihan Pembuatan Karya Tulis Ilmiah ;Pusat Pendidikan dan Pelatihan Keuangan Umum;2018
PR2597;Pelatihan Pembuatan Media Pembelajaran Interaktif di Learning Management System (LMS);Pusat Pendidikan dan Pelatihan Keuangan Umum;2024
PR2598;Pelatihan Pemenuhan Pembiayaan Melalui Skema Blended Finance;Pusat Pendidikan dan Pelatihan Keuangan Umum;2023
PR2599;Pelatihan Pemeriksa Piutang Negara Dasar;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2018
PR2600;Pelatihan Pemeriksa Piutang Negara Lanjutan;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2018
PR2601;Pelatihan Pemeriksaan Pejabat Lelang dan Balai Lelang;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2019
PR2602;Pelatihan Pemeriksaan Pelanggaran Disiplin Pegawai;Pusat Pendidikan dan Pelatihan Keuangan Umum;2018
PR2603;Pelatihan Pemrograman Web ;Pusat Pendidikan dan Pelatihan Keuangan Umum;2018
PR2604;Pelatihan Pemungutan dan Penagihan Pajak Daerah;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2019
PR2605;Pelatihan Penajaman Fungsi: Revisi, Pengelolaan Hibah dan Pengelolaan Pinjaman;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2021
PR2606;Pelatihan Penanganan Perkara di DJKN;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2019
PR2607;Pelatihan Penanganan Perkara Kepabeanan dan Cukai Kantor Wilayah DJBC Khusus Papua;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2021
PR2608;Pelatihan Penanganan Perkara Kepabeanan dan Cukai Kanwil DJBC Jawa Timur I;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2021
PR2609;Pelatihan Penanganan Sengketa Kepabeanan dan Cukai di Pengadilan Pajak Kanwil DJBC Sumatera Utara;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2021
PR2610;Pelatihan Penataan Informasi Kinerja dalam Penganggaran Kementerian/Lembaga;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2019
PR2611;Pelatihan Penataan Informasi Kinerja dan Penganggaran;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2018
PR2612;PELATIHAN PENATAUSAHAAN BARANG MILIK DESA;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2019
PR2613;Pelatihan Penatausahaan Barang Milik Negara Bagi Pengelola Barang;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2018
PR2614;Pelatihan Penatausahaan Barang Milik Negara Bagi Pengguna Barang;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2018
PR2615;Pelatihan Pendampingan Hukum;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2018
PR2616;Pelatihan Penelaahan RKA-K/L;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2024
PR2617;Pelatihan Penentuan Harga, Distribusi, Pengendalian Risiko Distribusi BBM dan LPG;Pusat Pendidikan dan Pelatihan Keuangan Umum;2024
PR2618;Pelatihan Pengadaan Barang/Jasa Bangunan Gedung Negara bagi Praktisi;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR2619;Pelatihan Pengadaan Barang/Jasa Khusus Persiapan Ujian;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2018
PR2620;Pelatihan Pengadaan Barang/Jasa Pemerintah;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2018
PR2621;Pelatihan Pengadaan Barang/Jasa Pemerintah Khusus Persiapan Ujian ;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2019
PR2622;Pelatihan Pengadaan Barang/Jasa Pemerintah: Bangunan Gedung Negara;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2019
PR2623;Pelatihan Pengadaan Barang/Jasa Pemerintah: Pekerjaan Konstruksi;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2024
PR2624;Pelatihan Pengambilan Keputusan dan Pengembangan Diri dan Orang Lain bagi Pejabat Fungsional Ahli Muda dan Penyelia;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2023
PR2625;Pelatihan Penganggaran Pemelihaaraan dan  Perawatan Gedung Negara;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2020
PR2626;Pelatihan Pengawasan;Pusat Pendidikan dan Pelatihan Keuangan Umum;2018
PR2627;Pelatihan Pengawasan dan Pemeriksaan Penerimaan Negara Bukan Pajak;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2019
PR2628;Pelatihan Pengawasan dan Pemeriksaan Penerimaan Negara Bukan Pajak (PNBP) Tingkat Lanjutan;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR2629;Pelatihan Pengawasan dan Pengendalian BMN;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2018
PR2630;Pelatihan Pengawasan di Bidang Kepabeanan dan Cukai Kanwil DJBC Aceh;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2021
PR2631;Pelatihan Pengawasan Lelang bagi Pegawai Inspektorat Jenderal;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2024
PR2632;Pelatihan Pengawasan Pembinaan Pengelolaan Badan Layanan Umum;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2019
PR2633;Pelatihan Pengawasan Penerimaan Negara Bukan Pajak (PNBP) Berbasis Data Analytics;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2024
PR2634;Pelatihan Pengawasan Pengadaan Barang/Jasa;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2018
PR2635;Pelatihan Pengawasan Pengadaan Barang/Jasa Pemerintah;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2020
PR2636;Pelatihan Pengawasan Penilaian untuk tujuan Pemanfaatan dan Penjualan BMN bagi Pegawai Inspektorat Jenderal;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2024
PR2637;Pelatihan Pengelolaan Barang Milik Daerah;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2022
PR2638;Pelatihan Pengelolaan Barang Milik Negara Bagi Pengelola Barang;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2018
PR2639;Pelatihan Pengelolaan Barang Milik Negara Bagi Pengguna Barang;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2018
PR2640;Pelatihan Pengelolaan Barang Milik Negara Bagi Pengguna Barang (Blended Learning);Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2020
PR2641;Pelatihan Pengelolaan Barang Tidak Dikuasai (BTD), Barang Dikuasai Negara (BDN) dan Barang Menjadi Milik Negara (BMMN) untuk Pegawai DJBC (Blended Learning);Pusat Pendidikan dan Pelatihan Bea dan Cukai;2024
PR2642;Pelatihan Pengelolaan Belanja Daerah;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2023
PR2643;Pelatihan Pengelolaan Belanja Pegawai;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2018
PR2644;PELATIHAN PENGELOLAAN BMN KKKS;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2018
PR2645;Pelatihan Pengelolaan dan Pengawasan PNBP;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2018
PR2646;PELATIHAN PENGELOLAAN DAN PERTANGGUNGJAWABAN ASET DESA;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2018
PR2647;PELATIHAN PENGELOLAAN DAN PERTANGGUNGJAWABAN KEUANGAN BUM DESA;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2018
PR2648;PELATIHAN PENGELOLAAN DAN PERTANGGUNGJAWABAN KEUANGAN DESA;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2018
PR2649;Pelatihan Pengelolaan Database Sistem Informasi Penganggaran;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2018
PR2650;Pelatihan Pengelolaan Gaji dan Tunjangan Kinerja;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2020
PR2651;Pelatihan Pengelolaan Kekayaan Negara Lain-lain;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2018
PR2652;Pelatihan Pengelolaan Kekayaan Negara Lain-lain Lingkup I;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2023
PR2653;Pelatihan Pengelolaan Kekayaan Negara Lain-Lain Lingkup I (Blended);Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2023
PR2654;Pelatihan Pengelolaan Keuangan;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2018
PR2655;Pelatihan Pengelolaan Keuangan Badan Layanan Umum;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2021
PR2656;Pelatihan Pengelolaan Keuangan bagi Dewan Pengawas Badan Layanan Umum;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2018
PR2657;Pelatihan Pengelolaan Keuangan BLU bagi Pejabat Keuangan BLU;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR2658;Pelatihan Pengelolaan Keuangan Daerah;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2023
PR2659;Pelatihan Pengelolaan Keuangan Daerah (Blended Learning);Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2023
PR2660;Pelatihan Pengelolaan Keuangan Daerah Bagi Pegawai DJPb;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2024
PR2661;Pelatihan Pengelolaan Keuangan Daerah bagi Perangkat Daerah;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2022
PR2662;Pelatihan Pengelolaan Keuangan dan Aset Desa Bagi Dosen PKN STAN;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2019
PR2663;Pelatihan Pengelolaan Keuangan Satuan Kerja Badan Layanan Umum;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2019
PR2664;Pelatihan Pengelolaan Keuangan Satuan Kerja Badan Layanan Umum ;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2018
PR2665;Pelatihan Pengelolaan Keuangan Satuan Kerja Pemerintah Pusat;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2018
PR2666;Pelatihan Pengelolaan Keuangan Satuan Kerja Pemerintah Pusat ;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2019
PR2667;Pelatihan Pengelolaan Keuangan Satuan Kerja Pemerintahan Pusat;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2020
PR2668;Pelatihan Pengelolaan Kinerja;Pusat Pendidikan dan Pelatihan Keuangan Umum;2018
PR2669;Pelatihan Pengelolaan Master Data dan Reference Data;Pusat Pendidikan dan Pelatihan Keuangan Umum;2024
PR2670;Pelatihan Pengelolaan Media Sosial;Pusat Pendidikan dan Pelatihan Keuangan Umum;2019
PR2671;Pelatihan Pengelolaan Metadata dan Data Lineage;Pusat Pendidikan dan Pelatihan Keuangan Umum;2024
PR2672;Pelatihan Pengelolaan Pajak Daerah dan Retribusi Daerah;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2023
PR2673;Pelatihan Pengelolaan Pajak Daerah dan Retribusi Daerah (Blended Learning);Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2023
PR2674;Pelatihan Pengelolaan Pembiayaan dan Risiko;Pusat Pendidikan dan Pelatihan Keuangan Umum;2019
PR2675;Pelatihan Pengelolaan Penerimaan Negara Bukan Pajak bagi DJPB;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2018
PR2676;Pelatihan Pengelolaan Penganggaran Bagi Pegawai DJP;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2021
PR2677;Pelatihan Pengelolaan Register Hibah;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2018
PR2678;Pelatihan Pengelolaan Risiko Perusahaan;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2019
PR2679;Pelatihan Pengelolaan SDM untuk Pengelola SDM Unit Eselon I Kemenkeu;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2018
PR2680;Pelatihan Pengelolaan SDM untuk Pengelola SDM Unit Eselon I Kemenkeu (e-Learning);Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2020
PR2681;Pelatihan Pengembangan Aplikasi Android  Native;Pusat Pendidikan dan Pelatihan Keuangan Umum;2018
PR2682;Pelatihan Pengembangan Aplikasi Berbasis Platform CEISA 4.0 (Blended Learning);Pusat Pendidikan dan Pelatihan Bea dan Cukai;2024
PR2683;Pelatihan Pengembangan Aplikasi Berbasis Web;Pusat Pendidikan dan Pelatihan Keuangan Umum;2019
PR2684;Pelatihan Pengembangan E-Learning;Pusat Pendidikan dan Pelatihan Keuangan Umum;2019
PR2685;Pelatihan Pengembangan Kompetensi Aktuaria Silabus Ekonomi Mikro dan Makro (A30);Pusat Pendidikan dan Pelatihan Keuangan Umum;2024
PR2686;Pelatihan Pengembangan Kompetensi Aktuaria Silabus Probabilita dan Statistika (A20);Pusat Pendidikan dan Pelatihan Keuangan Umum;2024
PR2687;PELATIHAN PENGEMBANGAN SISTEM PELAPORAN KEUANGAN BERBASIS XBRL;Pusat Pendidikan dan Pelatihan Keuangan Umum;2024
PR2688;Pelatihan Pengendalian dan Pemantauan serta Evaluasi Kinerja Anggaran;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2024
PR2689;Pelatihan Pengendalian Intern atas Pelaporan Keuangan bagi Praktisi ;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR2690;Pelatihan Pengendalian Keamanan Informasi dan Database;Pusat Pendidikan dan Pelatihan Keuangan Umum;2024
PR2691;Pelatihan Pengendalian Keamanan Informasi dan Sistem Informasi/ Programming;Pusat Pendidikan dan Pelatihan Keuangan Umum;2024
PR2692;Pelatihan Pengetahuan Hukum tingkat Dasar untuk Analis Keuangan Pusat dan Daerah;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2018
PR2693;Pelatihan Pengetahuan Lelang bagi Pelaksana;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2018
PR2694;Pelatihan Pengetahuan TIK bagi Pejabat Pengelola TIK DJKN;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2020
PR2695;Pelatihan Penggunaan BPMN untuk Penyusunan dan Pembaganan SOP;Pusat Pendidikan dan Pelatihan Keuangan Umum;2019
PR2696;Pelatihan Penggunaan dan Pemanfaatan Barang Milik Negara (bagi Pengguna Barang);Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2018
PR2697;Pelatihan Penggunaan Pemindai Kabin dan Kargo (X-Ray) KPPBC Tipe Madya Pabean B Tarakan;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2021
PR2698;Pelatihan Penghitungan Unit Cost;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR2699;Pelatihan Pengolahan Data Analis Kepabeanan dan Cukai Menggunakan Tools Rapid Miner;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2021
PR2700;Pelatihan Pengolahan Data Audit Kepabeanan dan Cukai - Sumber Data Software ERP SAP Direktorat Audit Kepabeanan dan Cukai;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2021
PR2701;Pelatihan Pengolahan Data dan Aplikasi Perkantoran;Pusat Pendidikan dan Pelatihan Keuangan Umum;2019
PR2702;Pelatihan Pengolahan Data dan Machine Learning menggunakan Python;Pusat Pendidikan dan Pelatihan Keuangan Umum;2023
PR2703;Pelatihan Pengolahan Data dan Machine Learning menggunakan Python (Evaluasi Dampak);Pusat Pendidikan dan Pelatihan Keuangan Umum;2023
PR2704;Pelatihan Pengolahan Data dan Visualisasi Laporan;Pusat Pendidikan dan Pelatihan Keuangan Umum;2018
PR2705;Pelatihan Pengolahan Data dan Visualisasi Pelaporan;Pusat Pendidikan dan Pelatihan Keuangan Umum;2020
PR2706;Pelatihan Pengolahan Data dengan SQL Tingkat Lanjut;Pusat Pendidikan dan Pelatihan Keuangan Umum;2024
PR2707;PELATIHAN PENGUASAAN METODE DAN TEKNIK ANALISIS TINGKAT LANJUTAN UNTUK JAFUNG AKPD ;Pusat Pendidikan dan Pelatihan Kekayaan Negara dan Perimbangan Keuangan;2019
PR2708;Pelatihan Penguatan Kompetensi Manajerial dan Sosial Kultural bagi Pejabat Fungsional Pasca Delayering;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2024
PR2709;Pelatihan Penguatan Kompetensi Scrum dan Product Owner Fundamental;Pusat Pendidikan dan Pelatihan Keuangan Umum;2024
PR2710;Pelatihan Penguatan Kompetensi Scrum Fundamental;Pusat Pendidikan dan Pelatihan Keuangan Umum;2024
PR2711;Pelatihan Penguatan Kompetensi Teknis Bidang Tugas CPNS (e-Learning);Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2019
PR2712;Pelatihan Penguatan Pemahaman Mengenai Regional Chief Economist;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR2713;Pelatihan Penguatan Post Clearance Control  Pada Unit Vertikal Direktorat Jenderal Bea dan Cukai;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2020
